"","message_text","variable"
"126","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.P. 167 _ Problems, Interests, and Experiences As Spring Boards for Learning.The more participants can relate their life experiences and what they already know to the context of the online classroom, the deeper their understanding will be of what they learn.ÓLife experience is something I feel very strongly about when it comes to teaching. I donêt think I was particularly ready to student teach or overly confident in my first few years of teaching, but the support of my colleagues and being confronted with unique situations every day has given me quite a collection of stories and material on which to reflect and learn from. I am on year 8 right now in my current position and although I feel like I am more than prepared to handle the content side of my job, the teaching aspect is something I am constantly reflecting, adjusting, tweaking, and revising as standards, teacher evaluations, students, and administration change from year to year. I have really enjoyed the opportunity to bring in my experiences from my classroom along with the opportunities to reflect on my current practice whether it is online or f2f. Although I am not currently facilitating any online courses, the knowledge I am gaining and combining with my current instruction is creating some excitement for the future and what direction I see my classes headed in.P.187 _ Mezirow (1990) states that perspectives are transformed when learners encounter what he terms disorienting dilemmas _ dilemmas that cause the learner to critically assess distortions in the areas of the nature and use of knowledge, belief systems related to power and social relationships, and psychic distortions _ or presuppositions that cause anxiety and inaction.This statement holds a great deal of truth for myself, as this is my first true online course. As much as I thought I was prepared for learning in this manner, there was a great deal of anxiety on my part as we began our journey into online learning communities. I am not a very organized person outside of those things I can feel direct control over and the openness of the course freaked me out the most. I completed my first online course (Research Methods from UW-RF) in the fall and it was nothing like this one. The instructor was the only person I dealt with and never communicated with my peers. As I work my way through this class, I find myself constantly reflecting on how I view the delivery of knowledge and the use of online communities. It has given me so much more to think about, much of which I was not aware of its existence. My perspective has definitely changed to be more open to how knowledge is acquired and how in so many ways online courses are more beneficial for some types of learners.What is 1 connection/disconnection among the readings?I see feedback and reflection being connected topics that most interest me in these two readings. When considering the most important factors in building relationships and in turn creating beneficial collaborative opportunities, trust has to be paramount.As we give feedback and read comments from our peers, the gears begin to move. We examine where we are in the world and our beliefs on whatever the topic may be and evaluate whether there is room for change or adjustment. Feedback drives our reflection and the ways in which our classmates challenge our ideas, thoughts, and comments. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?These two chapters have really helped cement the foundation of building successful online communities and the looping within all these interconnected topics becomes clearer.All this information seems to come back on how building an online presence is heavily reliant on positive interactions through personal introductions, student communication, facilitator interaction or lack there of, and building confidence in navigating the software while developing an identity in a digital world.What is 1 question or puzzle that you still have regarding the readings? Much of this information isnêt always age specific, I get the feeling that much of this research and case studies come from adult learners and graduate students. The constant question in the back of my mind remains whether I can develop a similar approach to use with my high school students. I feel an obligation to prepare them for this changing educational paradigm, but struggle with my observations of their maturity and ability to process something complex like the transformative learning framework.","DKI"
"127","T - I echo your comment about the age of the learners. That is a question that I have had for a couple years now - particularly watching my daughter go through school, and seeing how her school approaches learning. (and also on the parenting/teaching side on a personal level with her) I don't have the background in either a practical or theoretical sense to be able to really even better formulate any questions around it...which is why I have greatly valued the K-12 educators' presence in classes! I'm hoping we can start figuring this out together. I think it was in our Intro to LT class (either the first or second session) that we split into groups to answer the question of what is good learning. (Anyone remember what I'm talking about? I think others have taken that class before, and I suspect the format may have been similar across the offerings.)Also, I think it would be incredibly difficult to take a research methods class online, and not have anyone except the instructor with whom to talk about it.","SKC"
"128","T - I echo your comment about the age of the learners. That is a question that I have had for a couple years now - particularly watching my daughter go through school, and seeing how her school approaches learning. (and also on the parenting/teaching side on a personal level with her) I don't have the background in either a practical or theoretical sense to be able to really even better formulate any questions around it...which is why I have greatly valued the K-12 educators' presence in classes! I'm hoping we can start figuring this out together. I think it was in our Intro to LT class (either the first or second session) that we split into groups to answer the question of what is good learning. (Anyone remember what I'm talking about? I think others have taken that class before, and I suspect the format may have been similar across the offerings.)Also, I think it would be incredibly difficult to take a research methods class online, and not have anyone except the instructor with whom to talk about it.","MKC"
"129","G,Thanks for the reply and insight. I do worry about how we are preparing our high school students to face the ever changing learning environments that they will meet in post secondary options. I don't want to diminish my field of study (fine arts & ceramics) but I am not in a position to contribute as much as I would like.  I agree that there needs to be a discussion linking secondary and post-secondary institutions if we are to encourage change. Hopefully that will be something I can be a part of. I don't know if disappointed is the right word, but it is discouraging to see so much of this research identify only adult learners and grad students.There has to be a way to make this effective and approachable to our 9-12 students at least.","DKC"
"130","Highlights:One quote that really resonated with me is found on pg.171; ""Brookfeld and Preskill (2005) state that collaboration can become addictive: the more successful students are at collaborating, the more they will seek it out. Therefore, promoting good, collaborative discussion can assist them in developing an appreciation for other forms of collaborative work."" After reading this, I had a ""hmmm"" moment as it really made me think about my experiences in collaborating with other students, both in class, and other online and f2f classes I've taken in the past. Does collaboration really become addictive for me? I don't necessarily agree, but I do agree that good collaborative discussions assist in developing an appreciation for other forms of collaborative work. I also appreciated the quote on pg. 179 from Stephen Covey (1989), discussing the ability to ""seek first to understand, then be understood."" This further defines the importance of interdependence and the need for each online learner to gravitate towards interdependence to have more meaningful collaborative discussions. What is 1 connection/disconnection among the readings? The strongest connection among the two chapters for me was its ability to tie collaboration to transformational learning. I see a strong connection between integrating collaboration into an online learning environment and then being able to create a transformational experience for the student. Even though transformational experiences are usually unconsciously driven, it's imperative to integrate collaborative learning exercises and activities into an online course, so those transformational experiences come to light. I felt these two chapters connected with each other really well and helped me to understand how to build collaboration and transformation together within a course. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? All of our previous readings and class topics integrate so well into the overarching theme of ""Online Learning Communities."" What is 1 question or puzzle that you still have regarding the readings? I'd like to further investigate how f2f environments differ with online environments as they relate to transformational learning. I don't necessarily agree with the statements on pg. 191, that reflection isn't encouraged in f2f classrooms. It all goes back to the instructor and what their definition of reflection means and how they integrate self-reflection into their environment, as well as how they ask students to apply meaning to their own lives.","SKI"
"131","Highlights:One quote that really resonated with me is found on pg.171; ""Brookfeld and Preskill (2005) state that collaboration can become addictive: the more successful students are at collaborating, the more they will seek it out. Therefore, promoting good, collaborative discussion can assist them in developing an appreciation for other forms of collaborative work."" After reading this, I had a ""hmmm"" moment as it really made me think about my experiences in collaborating with other students, both in class, and other online and f2f classes I've taken in the past. Does collaboration really become addictive for me? I don't necessarily agree, but I do agree that good collaborative discussions assist in developing an appreciation for other forms of collaborative work. I also appreciated the quote on pg. 179 from Stephen Covey (1989), discussing the ability to ""seek first to understand, then be understood."" This further defines the importance of interdependence and the need for each online learner to gravitate towards interdependence to have more meaningful collaborative discussions. What is 1 connection/disconnection among the readings? The strongest connection among the two chapters for me was its ability to tie collaboration to transformational learning. I see a strong connection between integrating collaboration into an online learning environment and then being able to create a transformational experience for the student. Even though transformational experiences are usually unconsciously driven, it's imperative to integrate collaborative learning exercises and activities into an online course, so those transformational experiences come to light. I felt these two chapters connected with each other really well and helped me to understand how to build collaboration and transformation together within a course. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? All of our previous readings and class topics integrate so well into the overarching theme of ""Online Learning Communities."" What is 1 question or puzzle that you still have regarding the readings? I'd like to further investigate how f2f environments differ with online environments as they relate to transformational learning. I don't necessarily agree with the statements on pg. 191, that reflection isn't encouraged in f2f classrooms. It all goes back to the instructor and what their definition of reflection means and how they integrate self-reflection into their environment, as well as how they ask students to apply meaning to their own lives.","MKI"
"132","Highlights:One quote that really resonated with me is found on pg.171; ""Brookfeld and Preskill (2005) state that collaboration can become addictive: the more successful students are at collaborating, the more they will seek it out. Therefore, promoting good, collaborative discussion can assist them in developing an appreciation for other forms of collaborative work."" After reading this, I had a ""hmmm"" moment as it really made me think about my experiences in collaborating with other students, both in class, and other online and f2f classes I've taken in the past. Does collaboration really become addictive for me? I don't necessarily agree, but I do agree that good collaborative discussions assist in developing an appreciation for other forms of collaborative work. I also appreciated the quote on pg. 179 from Stephen Covey (1989), discussing the ability to ""seek first to understand, then be understood."" This further defines the importance of interdependence and the need for each online learner to gravitate towards interdependence to have more meaningful collaborative discussions. What is 1 connection/disconnection among the readings? The strongest connection among the two chapters for me was its ability to tie collaboration to transformational learning. I see a strong connection between integrating collaboration into an online learning environment and then being able to create a transformational experience for the student. Even though transformational experiences are usually unconsciously driven, it's imperative to integrate collaborative learning exercises and activities into an online course, so those transformational experiences come to light. I felt these two chapters connected with each other really well and helped me to understand how to build collaboration and transformation together within a course. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? All of our previous readings and class topics integrate so well into the overarching theme of ""Online Learning Communities."" What is 1 question or puzzle that you still have regarding the readings? I'd like to further investigate how f2f environments differ with online environments as they relate to transformational learning. I don't necessarily agree with the statements on pg. 191, that reflection isn't encouraged in f2f classrooms. It all goes back to the instructor and what their definition of reflection means and how they integrate self-reflection into their environment, as well as how they ask students to apply meaning to their own lives.","MKI"
"133","Highlights:One quote that really resonated with me is found on pg.171; ""Brookfeld and Preskill (2005) state that collaboration can become addictive: the more successful students are at collaborating, the more they will seek it out. Therefore, promoting good, collaborative discussion can assist them in developing an appreciation for other forms of collaborative work."" After reading this, I had a ""hmmm"" moment as it really made me think about my experiences in collaborating with other students, both in class, and other online and f2f classes I've taken in the past. Does collaboration really become addictive for me? I don't necessarily agree, but I do agree that good collaborative discussions assist in developing an appreciation for other forms of collaborative work. I also appreciated the quote on pg. 179 from Stephen Covey (1989), discussing the ability to ""seek first to understand, then be understood."" This further defines the importance of interdependence and the need for each online learner to gravitate towards interdependence to have more meaningful collaborative discussions. What is 1 connection/disconnection among the readings? The strongest connection among the two chapters for me was its ability to tie collaboration to transformational learning. I see a strong connection between integrating collaboration into an online learning environment and then being able to create a transformational experience for the student. Even though transformational experiences are usually unconsciously driven, it's imperative to integrate collaborative learning exercises and activities into an online course, so those transformational experiences come to light. I felt these two chapters connected with each other really well and helped me to understand how to build collaboration and transformation together within a course. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? All of our previous readings and class topics integrate so well into the overarching theme of ""Online Learning Communities."" What is 1 question or puzzle that you still have regarding the readings? I'd like to further investigate how f2f environments differ with online environments as they relate to transformational learning. I don't necessarily agree with the statements on pg. 191, that reflection isn't encouraged in f2f classrooms. It all goes back to the instructor and what their definition of reflection means and how they integrate self-reflection into their environment, as well as how they ask students to apply meaning to their own lives.","DKI"
"134","Highlights:One quote that really resonated with me is found on pg.171; ""Brookfeld and Preskill (2005) state that collaboration can become addictive: the more successful students are at collaborating, the more they will seek it out. Therefore, promoting good, collaborative discussion can assist them in developing an appreciation for other forms of collaborative work."" After reading this, I had a ""hmmm"" moment as it really made me think about my experiences in collaborating with other students, both in class, and other online and f2f classes I've taken in the past. Does collaboration really become addictive for me? I don't necessarily agree, but I do agree that good collaborative discussions assist in developing an appreciation for other forms of collaborative work. I also appreciated the quote on pg. 179 from Stephen Covey (1989), discussing the ability to ""seek first to understand, then be understood."" This further defines the importance of interdependence and the need for each online learner to gravitate towards interdependence to have more meaningful collaborative discussions. What is 1 connection/disconnection among the readings? The strongest connection among the two chapters for me was its ability to tie collaboration to transformational learning. I see a strong connection between integrating collaboration into an online learning environment and then being able to create a transformational experience for the student. Even though transformational experiences are usually unconsciously driven, it's imperative to integrate collaborative learning exercises and activities into an online course, so those transformational experiences come to light. I felt these two chapters connected with each other really well and helped me to understand how to build collaboration and transformation together within a course. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? All of our previous readings and class topics integrate so well into the overarching theme of ""Online Learning Communities."" What is 1 question or puzzle that you still have regarding the readings? I'd like to further investigate how f2f environments differ with online environments as they relate to transformational learning. I don't necessarily agree with the statements on pg. 191, that reflection isn't encouraged in f2f classrooms. It all goes back to the instructor and what their definition of reflection means and how they integrate self-reflection into their environment, as well as how they ask students to apply meaning to their own lives.","DKI"
"135","C, your question makes me think about how to form a constructivist f2f classroom. It's kind of harder to build constructivist learning in f2f classes than in online community.","MKC"
"136","How come you think it's harder? :)","SKC"
"137","Identify 2 highlights from the readings.In chapter 8, I appreciated the idea that collaboration and community reinforce each other and in the process, encourage deeper understanding. We've talked about that before, but I find it interesting to think about the way that works. I also like the idea of ""when I succeed, we succeed,"" but I wonder why it wasn't stated conversely as, ""when we succeed, I succeed,"" since that would answer the participants' natural question, ""How do I succeed?""In chapter 9, I was particularly struck by what I thought was an outrageous statement, _If students were informed in advance that a process of transformation would be the outcome of their participation of their participation in an academic course, would they be likely to enroll??I thought maybe I'd read that wrong because I can't actually think of a better reason to enroll. It's interesting that they go from lamenting the traditional instructor's reluctance to promote transformative learning to what they suggest is the learner's reluctance to embrace it. I have certainly experienced the former--from preschool through college, I encountered both kinds of instructors--those who seek to encourage learning and those who seek to control it. I have a particularly sharp memory of scribbling down the word ""synesthesia,"" when I first heard it and having the prof glare at me and say, ""Don't bother writing it down--it won't be on the test."" I thought, ""You jerk, I paid for this course and I'll learn what I want to, thank you very much!"" I didn't, of course, say that.What is 1 disconnection among the readings?Chapter 8 and chapter 9 describe closely interrelated ideas of how to construct knowledge and meaning, but I did see a disconnection between chapter 8's description of consciously building community, and their assertion in chapter 9 that,  _...we do not inform learners up front in our course outcomes or expectations that they are engaging in a learning community or that transformation will be the result of the course.?Huh?Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?All along, our reads have addressed how to build and how to understand community in an online course, and I can point to many things in chapters 8 and 9 that are lived out in the online course that Instructor set in motion and that we're building together: collaboration, introductions, ice-breaking activities, negotiating expectations, reflecting in blogs, learning tech through using it, etc. It's almost a game to think--ok, how are we doing THAT one?The part about not informing us right away that we're building community would be a disconnection.What is 1 question or puzzle that you still have regarding the readings?I think the authors may be confusing traditional pedagogy with traditional settings when they say, _students in a traditional setting...are not always expected to apply it to their own lives or reflect on its potential impact_?Unless they're using ""traditional setting"" to actually mean ""traditional pedagogy."" I read it literally as f2f classrooms. I would question whether it is less common to encourage transformational learning in f2f classrooms than it is online. I had classes and instructors in the '70s and '80s who encouraged self-reflection, journaling (on paper, but still), group discussions. I think many conscientious teachers in both realms are aware of the benefits of ""triple loop learning,"" whether or not they are familiar with Hargrove.","MKI"
"138","Identify 2 highlights from the readings.In chapter 8, I appreciated the idea that collaboration and community reinforce each other and in the process, encourage deeper understanding. We've talked about that before, but I find it interesting to think about the way that works. I also like the idea of ""when I succeed, we succeed,"" but I wonder why it wasn't stated conversely as, ""when we succeed, I succeed,"" since that would answer the participants' natural question, ""How do I succeed?""In chapter 9, I was particularly struck by what I thought was an outrageous statement, _If students were informed in advance that a process of transformation would be the outcome of their participation of their participation in an academic course, would they be likely to enroll??I thought maybe I'd read that wrong because I can't actually think of a better reason to enroll. It's interesting that they go from lamenting the traditional instructor's reluctance to promote transformative learning to what they suggest is the learner's reluctance to embrace it. I have certainly experienced the former--from preschool through college, I encountered both kinds of instructors--those who seek to encourage learning and those who seek to control it. I have a particularly sharp memory of scribbling down the word ""synesthesia,"" when I first heard it and having the prof glare at me and say, ""Don't bother writing it down--it won't be on the test."" I thought, ""You jerk, I paid for this course and I'll learn what I want to, thank you very much!"" I didn't, of course, say that.What is 1 disconnection among the readings?Chapter 8 and chapter 9 describe closely interrelated ideas of how to construct knowledge and meaning, but I did see a disconnection between chapter 8's description of consciously building community, and their assertion in chapter 9 that,  _...we do not inform learners up front in our course outcomes or expectations that they are engaging in a learning community or that transformation will be the result of the course.?Huh?Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?All along, our reads have addressed how to build and how to understand community in an online course, and I can point to many things in chapters 8 and 9 that are lived out in the online course that Instructor set in motion and that we're building together: collaboration, introductions, ice-breaking activities, negotiating expectations, reflecting in blogs, learning tech through using it, etc. It's almost a game to think--ok, how are we doing THAT one?The part about not informing us right away that we're building community would be a disconnection.What is 1 question or puzzle that you still have regarding the readings?I think the authors may be confusing traditional pedagogy with traditional settings when they say, _students in a traditional setting...are not always expected to apply it to their own lives or reflect on its potential impact_?Unless they're using ""traditional setting"" to actually mean ""traditional pedagogy."" I read it literally as f2f classrooms. I would question whether it is less common to encourage transformational learning in f2f classrooms than it is online. I had classes and instructors in the '70s and '80s who encouraged self-reflection, journaling (on paper, but still), group discussions. I think many conscientious teachers in both realms are aware of the benefits of ""triple loop learning,"" whether or not they are familiar with Hargrove.","MKI"
"139","Identify 2 highlights from the readings.In chapter 8, I appreciated the idea that collaboration and community reinforce each other and in the process, encourage deeper understanding. We've talked about that before, but I find it interesting to think about the way that works. I also like the idea of ""when I succeed, we succeed,"" but I wonder why it wasn't stated conversely as, ""when we succeed, I succeed,"" since that would answer the participants' natural question, ""How do I succeed?""In chapter 9, I was particularly struck by what I thought was an outrageous statement, _If students were informed in advance that a process of transformation would be the outcome of their participation of their participation in an academic course, would they be likely to enroll??I thought maybe I'd read that wrong because I can't actually think of a better reason to enroll. It's interesting that they go from lamenting the traditional instructor's reluctance to promote transformative learning to what they suggest is the learner's reluctance to embrace it. I have certainly experienced the former--from preschool through college, I encountered both kinds of instructors--those who seek to encourage learning and those who seek to control it. I have a particularly sharp memory of scribbling down the word ""synesthesia,"" when I first heard it and having the prof glare at me and say, ""Don't bother writing it down--it won't be on the test."" I thought, ""You jerk, I paid for this course and I'll learn what I want to, thank you very much!"" I didn't, of course, say that.What is 1 disconnection among the readings?Chapter 8 and chapter 9 describe closely interrelated ideas of how to construct knowledge and meaning, but I did see a disconnection between chapter 8's description of consciously building community, and their assertion in chapter 9 that,  _...we do not inform learners up front in our course outcomes or expectations that they are engaging in a learning community or that transformation will be the result of the course.?Huh?Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?All along, our reads have addressed how to build and how to understand community in an online course, and I can point to many things in chapters 8 and 9 that are lived out in the online course that Instructor set in motion and that we're building together: collaboration, introductions, ice-breaking activities, negotiating expectations, reflecting in blogs, learning tech through using it, etc. It's almost a game to think--ok, how are we doing THAT one?The part about not informing us right away that we're building community would be a disconnection.What is 1 question or puzzle that you still have regarding the readings?I think the authors may be confusing traditional pedagogy with traditional settings when they say, _students in a traditional setting...are not always expected to apply it to their own lives or reflect on its potential impact_?Unless they're using ""traditional setting"" to actually mean ""traditional pedagogy."" I read it literally as f2f classrooms. I would question whether it is less common to encourage transformational learning in f2f classrooms than it is online. I had classes and instructors in the '70s and '80s who encouraged self-reflection, journaling (on paper, but still), group discussions. I think many conscientious teachers in both realms are aware of the benefits of ""triple loop learning,"" whether or not they are familiar with Hargrove.","DKI"
"140","Identify 2 highlights from the readings.In chapter 8, I appreciated the idea that collaboration and community reinforce each other and in the process, encourage deeper understanding. We've talked about that before, but I find it interesting to think about the way that works. I also like the idea of ""when I succeed, we succeed,"" but I wonder why it wasn't stated conversely as, ""when we succeed, I succeed,"" since that would answer the participants' natural question, ""How do I succeed?""In chapter 9, I was particularly struck by what I thought was an outrageous statement, _If students were informed in advance that a process of transformation would be the outcome of their participation of their participation in an academic course, would they be likely to enroll??I thought maybe I'd read that wrong because I can't actually think of a better reason to enroll. It's interesting that they go from lamenting the traditional instructor's reluctance to promote transformative learning to what they suggest is the learner's reluctance to embrace it. I have certainly experienced the former--from preschool through college, I encountered both kinds of instructors--those who seek to encourage learning and those who seek to control it. I have a particularly sharp memory of scribbling down the word ""synesthesia,"" when I first heard it and having the prof glare at me and say, ""Don't bother writing it down--it won't be on the test."" I thought, ""You jerk, I paid for this course and I'll learn what I want to, thank you very much!"" I didn't, of course, say that.What is 1 disconnection among the readings?Chapter 8 and chapter 9 describe closely interrelated ideas of how to construct knowledge and meaning, but I did see a disconnection between chapter 8's description of consciously building community, and their assertion in chapter 9 that,  _...we do not inform learners up front in our course outcomes or expectations that they are engaging in a learning community or that transformation will be the result of the course.?Huh?Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?All along, our reads have addressed how to build and how to understand community in an online course, and I can point to many things in chapters 8 and 9 that are lived out in the online course that Instructor set in motion and that we're building together: collaboration, introductions, ice-breaking activities, negotiating expectations, reflecting in blogs, learning tech through using it, etc. It's almost a game to think--ok, how are we doing THAT one?The part about not informing us right away that we're building community would be a disconnection.What is 1 question or puzzle that you still have regarding the readings?I think the authors may be confusing traditional pedagogy with traditional settings when they say, _students in a traditional setting...are not always expected to apply it to their own lives or reflect on its potential impact_?Unless they're using ""traditional setting"" to actually mean ""traditional pedagogy."" I read it literally as f2f classrooms. I would question whether it is less common to encourage transformational learning in f2f classrooms than it is online. I had classes and instructors in the '70s and '80s who encouraged self-reflection, journaling (on paper, but still), group discussions. I think many conscientious teachers in both realms are aware of the benefits of ""triple loop learning,"" whether or not they are familiar with Hargrove.","DKI"
"141","Identify 2 highlights from the readings.In chapter 8, I appreciated the idea that collaboration and community reinforce each other and in the process, encourage deeper understanding. We've talked about that before, but I find it interesting to think about the way that works. I also like the idea of ""when I succeed, we succeed,"" but I wonder why it wasn't stated conversely as, ""when we succeed, I succeed,"" since that would answer the participants' natural question, ""How do I succeed?""In chapter 9, I was particularly struck by what I thought was an outrageous statement, _If students were informed in advance that a process of transformation would be the outcome of their participation of their participation in an academic course, would they be likely to enroll??I thought maybe I'd read that wrong because I can't actually think of a better reason to enroll. It's interesting that they go from lamenting the traditional instructor's reluctance to promote transformative learning to what they suggest is the learner's reluctance to embrace it. I have certainly experienced the former--from preschool through college, I encountered both kinds of instructors--those who seek to encourage learning and those who seek to control it. I have a particularly sharp memory of scribbling down the word ""synesthesia,"" when I first heard it and having the prof glare at me and say, ""Don't bother writing it down--it won't be on the test."" I thought, ""You jerk, I paid for this course and I'll learn what I want to, thank you very much!"" I didn't, of course, say that.What is 1 disconnection among the readings?Chapter 8 and chapter 9 describe closely interrelated ideas of how to construct knowledge and meaning, but I did see a disconnection between chapter 8's description of consciously building community, and their assertion in chapter 9 that,  _...we do not inform learners up front in our course outcomes or expectations that they are engaging in a learning community or that transformation will be the result of the course.?Huh?Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?All along, our reads have addressed how to build and how to understand community in an online course, and I can point to many things in chapters 8 and 9 that are lived out in the online course that Instructor set in motion and that we're building together: collaboration, introductions, ice-breaking activities, negotiating expectations, reflecting in blogs, learning tech through using it, etc. It's almost a game to think--ok, how are we doing THAT one?The part about not informing us right away that we're building community would be a disconnection.What is 1 question or puzzle that you still have regarding the readings?I think the authors may be confusing traditional pedagogy with traditional settings when they say, _students in a traditional setting...are not always expected to apply it to their own lives or reflect on its potential impact_?Unless they're using ""traditional setting"" to actually mean ""traditional pedagogy."" I read it literally as f2f classrooms. I would question whether it is less common to encourage transformational learning in f2f classrooms than it is online. I had classes and instructors in the '70s and '80s who encouraged self-reflection, journaling (on paper, but still), group discussions. I think many conscientious teachers in both realms are aware of the benefits of ""triple loop learning,"" whether or not they are familiar with Hargrove.","DKI"
"142","I agree that knowing the learning outcomes is motivating and takes the mystery out of the process. Focused instruction is one of the ways we are adopting this in our high schools in Minneapolis. All teachers have learning targets based on state standards. These can be taught in any way the teacher wants to but provides an outcome for students'. ","MKC"
"143","One of the things that I hadn't given much thought to previously was the importance of not only having students introduce themselves to each other in the first week of an online course, but that it is important for each new member to acknowledge the other individuals in their class, in return. This 2-way dynamic may not be necessary between all members of the class, but it sure helps members find common ground and a sense of being a valued member of the community.A second realization I came to in the readings was the idea that, with ""the additional component of letting students share resources...a greatly expanded bibliography of readings can be developed to allow students to explore far beyond the confines of the readings assigned for the course."" (Ch. 8, P. 181) This is what I find so fascinating about this form of instruction, its collaborative nature and thereby, its expansiveness. With this comes the challenge of reigning it in, at times; to stay on task when you're curiosity wants to take you in yet another direction.In our Oliver, Harrington, Harrington & Reeves article, the authors make the distinction within group work between simple cooperation in the division of roles and responsibilities, and collaboration, which affords more opportunities for learning through increased knowledge generation and improved problem solving. In this way, the group can accomplish more than any one individual. ""Well-designed collaborative learning activities capture the dynamic of real world complexity."" (Oliver, Harrington, Harrington & Reeves, p. 2). Our book goes a bit further with this idea on P. 157 where it discusses Johnson & Johnson's (2005) ""positive group interdependence"", referring to the sink or swim together dynamic which most of us live in our daily work and personal lives.Finally, one area of uncertainty I have relates to how team members evaluate each others' performance. Although I've read studies showing that this type of peer review performs as well as instructor evaluations, I have a hard time believing this. The book's discussion of this issue on P. 166 includes the possibility of this practice setting up a sense of competition between members, rather than cooperation, within the group. However, I do believe team self-evaluation can encourage members to join a higher-functioning team, as mentioned on P. 167, as everyone wants to be part of a winning team ;)","MKI"
"144","One of the things that I hadn't given much thought to previously was the importance of not only having students introduce themselves to each other in the first week of an online course, but that it is important for each new member to acknowledge the other individuals in their class, in return. This 2-way dynamic may not be necessary between all members of the class, but it sure helps members find common ground and a sense of being a valued member of the community.A second realization I came to in the readings was the idea that, with ""the additional component of letting students share resources...a greatly expanded bibliography of readings can be developed to allow students to explore far beyond the confines of the readings assigned for the course."" (Ch. 8, P. 181) This is what I find so fascinating about this form of instruction, its collaborative nature and thereby, its expansiveness. With this comes the challenge of reigning it in, at times; to stay on task when you're curiosity wants to take you in yet another direction.In our Oliver, Harrington, Harrington & Reeves article, the authors make the distinction within group work between simple cooperation in the division of roles and responsibilities, and collaboration, which affords more opportunities for learning through increased knowledge generation and improved problem solving. In this way, the group can accomplish more than any one individual. ""Well-designed collaborative learning activities capture the dynamic of real world complexity."" (Oliver, Harrington, Harrington & Reeves, p. 2). Our book goes a bit further with this idea on P. 157 where it discusses Johnson & Johnson's (2005) ""positive group interdependence"", referring to the sink or swim together dynamic which most of us live in our daily work and personal lives.Finally, one area of uncertainty I have relates to how team members evaluate each others' performance. Although I've read studies showing that this type of peer review performs as well as instructor evaluations, I have a hard time believing this. The book's discussion of this issue on P. 166 includes the possibility of this practice setting up a sense of competition between members, rather than cooperation, within the group. However, I do believe team self-evaluation can encourage members to join a higher-functioning team, as mentioned on P. 167, as everyone wants to be part of a winning team ;)","MKI"
"145","One of the things that I hadn't given much thought to previously was the importance of not only having students introduce themselves to each other in the first week of an online course, but that it is important for each new member to acknowledge the other individuals in their class, in return. This 2-way dynamic may not be necessary between all members of the class, but it sure helps members find common ground and a sense of being a valued member of the community.A second realization I came to in the readings was the idea that, with ""the additional component of letting students share resources...a greatly expanded bibliography of readings can be developed to allow students to explore far beyond the confines of the readings assigned for the course."" (Ch. 8, P. 181) This is what I find so fascinating about this form of instruction, its collaborative nature and thereby, its expansiveness. With this comes the challenge of reigning it in, at times; to stay on task when you're curiosity wants to take you in yet another direction.In our Oliver, Harrington, Harrington & Reeves article, the authors make the distinction within group work between simple cooperation in the division of roles and responsibilities, and collaboration, which affords more opportunities for learning through increased knowledge generation and improved problem solving. In this way, the group can accomplish more than any one individual. ""Well-designed collaborative learning activities capture the dynamic of real world complexity."" (Oliver, Harrington, Harrington & Reeves, p. 2). Our book goes a bit further with this idea on P. 157 where it discusses Johnson & Johnson's (2005) ""positive group interdependence"", referring to the sink or swim together dynamic which most of us live in our daily work and personal lives.Finally, one area of uncertainty I have relates to how team members evaluate each others' performance. Although I've read studies showing that this type of peer review performs as well as instructor evaluations, I have a hard time believing this. The book's discussion of this issue on P. 166 includes the possibility of this practice setting up a sense of competition between members, rather than cooperation, within the group. However, I do believe team self-evaluation can encourage members to join a higher-functioning team, as mentioned on P. 167, as everyone wants to be part of a winning team ;)","DKI"
